Country Name,Country Code,Year,IC.FRM.BRIB.GRAFT2,IC.FRM.CORR.CORR1,IC.FRM.CORR.CORR11,IC.FRM.CORR.CRIME9,IC.FRM.CRM.CRIME1,IC.FRM.CRM.CRIME2_C,IC.FRM.CRM.CRIME3_C,IC.FRM.CRM.CRIME8,IC.FRM.EMP.GROW.PEFT2,IC.FRM.FCHAR.CAR2,IC.FRM.FCHAR.CAR7,IC.FRM.FCHAR.CAR8,IC.FRM.FIAS.PEFT4,IC.FRM.FIN.FIN1,IC.FRM.FIN.FIN10,IC.FRM.FIN.FIN11,IC.FRM.FIN.FIN12,IC.FRM.FIN.FIN13,IC.FRM.FIN.FIN14,IC.FRM.FIN.FIN16,IC.FRM.FIN.FIN2,IC.FRM.FIN.FIN20,IC.FRM.FIN.FIN21,IC.FRM.FIN.FIN22,IC.FRM.FIN.FIN7,IC.FRM.GEN.GEND1,IC.FRM.GEN.GEND6,IC.FRM.INFOR.INFOR1,IC.FRM.INFOR.INFOR2,IC.FRM.INFRA.IN10_C,IC.FRM.INFRA.IN11,IC.FRM.INFRA.IN12,IC.FRM.INFRA.IN4_C,IC.FRM.OBS.OBST1,IC.FRM.OBS.OBST12,IC.FRM.OBS.OBST13,IC.FRM.OBS.OBST14,IC.FRM.OBS.OBST4,IC.FRM.OBS.OBST8,IC.FRM.PROD.GROW.PEFT3,IC.FRM.REG.BUS5,IC.FRM.REG.REG2_C,IC.FRM.REG.REG4,IC.FRM.REG.REG5,IC.FRM.REG.REG6,IC.FRM.SLS.GROW.PEFT1,IC.FRM.TRD.TR16,IC.FRM.TRD.TR17,IC.FRM.TRD.TR5,IC.FRM.TRD.TR9,IC.FRM.WRKF.WK10,IC.FRM.WRKF.WK9
Morocco,MAR,2013,29.5,28.7,53.1,27.6,39.5,1.7,4.0,18.4,5.6,89.8,12.0,0.5,43.2,63.7,165.7,84.0,34.8,49.3,51.9,27.7,23.4,62.3,6.1,27.3,20.6,31.3,3.5,47.3,45.8,26.5,26.9,24.5,0.8,9.8,12.4,3.0,8.8,20.6,2.4,1.1,14.0,1.5,31.5,24.9,21.7,6.5,11.9,19.3,7.7,25.0,31.8,12.3
Morocco,MAR,2019,12.9,10.0,46.2,31.4,38.2,13.0,11.1,35.1,5.8,83.1,19.4,4.8,16.3,54.2,63.4,71.8,43.9,45.0,21.3,28.4,8.3,37.7,5.7,34.5,13.2,16.1,2.6,47.2,41.7,48.3,27.0,34.4,7.9,4.3,9.1,14.2,15.2,15.5,6.3,7.4,30.0,1.6,40.5,36.2,50.6,13.3,19.9,31.4,6.7,27.7,30.2,22.7
Mozambique,MOZ,2018,14.9,13.5,32.4,8.0,64.7,9.1,8.0,25.2,4.7,62.5,23.0,0.7,40.7,80.4,271.7,90.0,11.4,9.0,10.0,17.3,4.9,45.8,21.2,20.7,2.9,28.3,17.4,58.0,24.6,16.8,17.1,26.5,3.2,14.8,10.4,0.7,7.9,16.0,8.4,-2.6,11.2,2.7,17.9,9.2,76.7,1.8,12.2,15.4,5.6,10.2,9.7,2.1
Myanmar,MMR,2014,35.4,37.1,9.3,9.2,23.2,2.2,0.9,1.5,4.3,99.3,0.8,0.0,46.0,91.6,224.3,94.8,2.8,4.7,7.2,21.3,1.4,56.5,12.9,6.9,1.6,27.3,18.7,31.2,2.6,22.9,12.4,23.5,2.5,24.1,1.1,2.5,3.2,0.7,17.9,-2.6,7.3,2.1,9.1,8.8,64.5,2.2,3.8,4.8,3.1,10.4,12.4,6.2
Myanmar,MMR,2016,26.7,20.4,6.3,5.3,37.9,1.7,1.1,5.2,1.0,98.7,1.5,0.0,47.6,91.4,412.9,98.4,7.1,11.2,11.3,9.9,3.2,61.2,3.4,14.8,4.4,35.1,33.5,31.5,6.5,15.4,7.8,6.8,2.5,17.8,4.6,2.2,8.6,0.4,13.4,0.6,2.3,1.8,6.5,5.5,51.3,2.4,4.5,4.8,3.6,7.5,9.6,1.4
Namibia,NAM,2014,6.3,5.3,22.1,2.1,49.9,5.9,12.5,16.4,9.6,74.2,10.2,0.9,40.6,67.6,91.9,82.6,33.5,11.8,21.7,37.2,25.6,47.8,3.5,10.0,6.5,41.0,25.6,41.7,9.2,25.5,25.3,14.2,4.8,47.6,1.4,1.1,1.4,10.2,2.5,-2.4,3.4,2.0,20.2,13.9,35.9,3.7,3.9,9.8,1.9,5.7,3.1,4.3
Nepal,NPL,2013,10.9,10.4,44.7,17.9,36.0,3.4,10.2,13.8,5.5,99.5,0.1,1.4,27.8,70.3,364.2,89.9,17.0,13.7,35.0,40.1,12.8,36.1,6.4,18.9,7.5,21.8,11.7,55.7,31.5,41.3,31.7,68.8,17.0,8.6,3.0,0.1,1.0,0.8,25.6,-4.4,9.9,2.7,11.2,9.2,65.6,0.9,4.3,5.1,1.8,17.7,9.1,2.7
Nicaragua,NIC,2016,4.0,4.8,26.2,18.7,54.0,2.1,3.5,11.6,5.3,90.7,10.7,0.3,44.4,56.1,192.6,90.6,43.4,30.4,47.8,11.0,36.4,47.8,1.0,51.7,10.9,35.8,26.8,72.9,30.7,9.0,10.5,25.1,2.7,12.2,27.3,1.4,2.7,2.5,6.9,-2.6,9.9,3.7,8.0,6.8,66.9,2.9,2.9,8.7,1.2,14.3,17.4,7.9
Niger,NER,2017,6.6,6.1,36.2,6.4,46.0,2.5,4.5,25.8,9.0,84.7,9.6,0.0,45.1,72.8,159.5,87.7,22.1,28.9,27.6,27.4,14.1,38.2,7.3,27.9,12.6,14.5,8.9,85.1,62.5,53.3,19.6,47.9,5.5,15.2,33.3,7.2,4.3,8.0,10.9,-5.3,7.0,3.3,15.4,16.0,63.3,2.5,5.4,13.1,2.7,17.7,21.9,9.0
Nigeria,NGA,2014,26.0,25.9,44.8,4.0,57.7,8.7,13.6,7.0,9.9,70.7,9.2,8.0,29.8,52.5,227.7,88.8,6.9,16.9,11.4,33.1,3.4,49.4,18.1,27.4,3.9,16.2,13.2,46.2,18.4,58.8,17.1,48.4,15.6,30.2,4.3,1.6,5.9,12.7,27.2,-14.2,9.3,3.7,18.5,14.1,68.8,-8.1,15.2,19.5,6.4,14.1,5.7,3.4
North Macedonia,MKD,2013,5.5,4.0,19.0,9.4,37.7,1.2,2.3,11.4,5.8,92.3,8.4,0.4,51.4,78.9,227.8,90.6,29.3,42.8,47.3,24.2,16.0,56.1,3.4,10.9,15.5,27.7,14.9,58.7,40.9,8.6,7.3,26.2,2.9,23.4,28.3,3.9,5.4,2.1,5.7,0.8,7.1,3.6,12.1,10.4,70.5,7.3,14.0,21.5,7.3,7.6,12.7,5.0
North Macedonia,MKD,2019,4.7,3.7,18.3,17.1,43.6,1.2,2.0,14.5,4.2,96.7,3.0,0.0,47.5,82.1,174.5,76.4,35.4,38.6,43.2,14.0,13.9,56.4,8.2,3.0,13.9,29.3,19.6,54.5,38.5,14.3,10.7,25.9,1.9,10.1,13.9,2.1,6.8,3.9,3.0,-0.4,10.2,3.0,16.6,11.8,60.4,3.5,19.4,26.9,11.4,9.0,19.0,3.9
Pakistan,PAK,2013,28.5,28.8,68.3,34.6,51.7,6.5,6.5,34.1,5.4,99.1,1.5,0.4,30.4,87.6,153.4,64.0,8.1,8.6,6.7,13.2,2.0,57.0,13.5,13.7,2.5,11.8,8.0,46.5,13.1,41.4,25.5,75.3,33.8,2.7,0.6,6.8,3.6,17.3,45.3,-5.0,24.5,3.6,54.1,34.1,65.6,-1.0,12.6,18.0,7.9,21.4,24.2,12.9
Papua New Guinea,PNG,2015,19.3,0.0,26.1,10.8,87.3,3.1,4.8,38.7,2.5,35.2,73.3,0.0,72.4,70.6,223.5,75.1,36.6,22.9,45.7,3.2,26.6,44.9,0.0,31.0,16.1,46.5,12.4,72.3,31.9,19.0,27.7,45.5,4.7,8.2,10.7,6.0,2.3,18.0,4.2,-10.6,40.2,1.4,35.2,22.4,43.7,-8.0,4.2,5.7,1.2,24.7,18.9,8.4
Paraguay,PRY,2017,9.3,16.1,42.2,20.7,63.3,2.2,2.3,14.1,4.0,94.1,7.6,0.3,48.2,52.2,190.1,27.8,45.5,41.9,60.5,8.1,25.3,59.3,0.0,33.3,17.5,66.2,18.5,72.3,30.1,19.2,26.7,30.9,2.5,8.4,24.1,0.7,2.2,23.9,5.7,0.6,12.3,2.4,9.8,16.8,31.3,4.6,4.6,6.9,2.6,15.0,29.2,9.9
Peru,PER,2017,11.5,7.0,53.6,25.5,70.8,2.3,2.8,25.7,3.0,93.7,9.0,0.0,52.4,43.8,167.6,47.9,57.1,66.5,77.8,11.4,38.5,21.8,2.4,53.3,30.1,56.6,19.4,75.9,39.1,6.6,28.8,27.5,2.1,3.2,27.6,5.4,1.5,14.5,4.6,-5.2,25.1,2.5,29.7,27.3,57.1,-2.2,12.0,15.4,5.5,10.6,29.4,21.6
Philippines,PHL,2015,12.4,14.1,35.4,12.4,54.9,1.5,1.3,10.9,3.2,90.3,13.7,0.0,28.7,81.2,156.7,51.0,12.4,12.4,29.9,10.7,10.1,68.9,14.8,7.4,5.1,69.2,31.5,30.9,21.0,38.9,21.7,19.6,0.8,10.4,20.0,4.3,9.0,11.5,7.9,2.2,12.6,1.4,26.4,20.8,73.9,5.4,7.1,8.5,4.3,9.8,10.1,3.5
Poland,POL,2013,1.8,2.1,13.0,9.9,65.8,1.8,2.2,8.0,0.2,92.1,6.8,0.9,41.2,74.4,153.8,60.9,30.2,32.5,31.8,15.9,11.8,63.9,9.8,40.7,9.1,40.2,16.9,28.6,15.2,24.8,11.1,14.0,2.9,13.6,8.4,7.5,28.3,3.3,1.7,-2.0,8.8,1.6,37.2,22.6,40.3,-0.6,15.9,20.7,6.3,7.7,13.4,15.1
Poland,POL,2019,2.4,3.0,23.0,19.8,34.9,2.3,3.4,16.2,2.8,99.0,0.6,0.2,31.8,72.8,114.6,48.1,48.8,43.9,36.4,18.0,21.2,71.4,5.0,33.1,12.9,37.0,21.2,27.4,29.1,3.4,16.8,23.9,0.5,4.1,6.4,9.5,35.7,2.5,3.9,1.2,20.3,1.5,50.2,34.9,21.8,3.1,5.8,9.6,2.4,14.5,25.4,23.1
Portugal,PRT,2019,0.2,0.1,15.1,8.6,52.6,0.9,3.6,6.3,2.5,96.2,4.4,0.0,42.1,78.6,88.1,57.8,16.7,27.2,47.3,9.1,9.0,74.8,10.9,8.5,11.2,37.8,8.0,47.0,25.3,2.2,9.6,43.8,0.5,0.6,7.9,13.0,63.4,0.8,2.4,1.3,11.5,1.3,88.4,47.0,10.1,3.3,9.5,17.0,4.2,5.5,11.1,5.3
Romania,ROU,2013,6.0,6.3,46.8,11.1,65.0,1.9,2.7,23.4,1.6,86.1,13.4,0.4,49.5,74.4,176.4,81.7,24.7,38.1,45.4,32.7,13.1,39.2,8.4,35.7,14.0,47.2,11.5,31.5,30.8,4.8,22.4,30.1,1.2,10.9,7.1,3.4,43.5,5.9,0.9,1.1,14.3,2.3,73.6,50.0,58.5,2.0,13.4,17.4,8.7,11.7,37.6,17.2
Romania,ROU,2019,4.8,5.0,48.9,37.4,49.0,2.2,2.3,21.3,-0.5,96.6,4.5,0.2,23.9,70.1,239.8,56.7,28.5,31.6,40.2,23.6,13.2,48.4,22.5,43.3,9.4,32.4,11.7,18.8,23.2,6.7,27.8,36.1,1.5,8.2,4.1,5.9,19.7,8.3,1.6,-0.3,31.2,1.7,52.9,37.1,35.8,-0.7,10.7,14.8,5.1,17.4,43.0,33.4
Russian Federation,RUS,2012,9.7,7.3,33.1,7.4,65.4,2.7,3.0,12.4,5.8,94.6,5.9,0.5,38.1,84.3,154.0,84.2,11.3,21.3,21.6,28.0,6.3,43.1,26.4,16.0,8.1,28.5,13.0,30.2,14.1,9.7,19.0,23.1,2.0,14.8,7.0,1.9,36.1,8.2,1.8,3.3,15.6,2.4,59.1,14.2,48.1,7.7,5.2,8.5,2.5,16.0,25.4,6.0
Russian Federation,RUS,2019,19.8,31.7,13.8,8.3,74.9,5.1,1.7,7.1,3.4,99.0,1.2,0.3,24.9,81.0,176.8,66.2,33.8,33.4,33.5,15.2,8.3,42.8,12.7,46.9,7.6,34.0,21.7,28.2,9.7,11.4,12.1,7.7,0.3,14.8,9.6,7.9,22.6,6.3,1.1,-5.0,6.3,1.7,30.4,13.8,24.6,-2.0,2.2,7.1,0.6,6.5,17.4,4.4
Rwanda,RWA,2011,4.1,4.5,15.4,10.3,89.7,3.0,4.6,10.7,10.5,84.4,18.7,0.5,48.2,77.3,272.6,92.4,23.3,43.9,45.5,35.1,13.5,30.3,10.2,20.3,20.3,42.7,12.9,56.7,37.6,7.8,27.7,15.4,2.6,23.0,16.1,9.2,21.0,0.5,0.6,-10.3,7.7,3.3,31.3,29.5,54.1,-1.1,2.1,2.9,1.4,18.1,28.4,8.9
Rwanda,RWA,2019,3.1,4.5,0.2,1.2,88.6,2.3,6.8,7.0,9.8,88.4,12.1,0.4,22.2,88.6,231.3,99.4,12.2,42.6,32.8,17.0,6.5,34.1,23.0,22.4,14.3,26.5,13.9,29.6,13.6,7.8,4.5,7.7,2.4,30.8,5.1,5.4,23.7,0.1,2.6,2.7,0.1,3.5,11.3,5.2,71.3,11.8,13.5,18.9,4.5,5.8,5.2,1.6
Senegal,SEN,2014,8.6,7.3,26.6,11.5,62.5,2.8,5.3,12.7,7.1,87.0,13.0,1.9,20.0,71.9,271.7,78.9,19.2,19.6,22.6,51.6,6.6,28.8,2.6,32.5,7.0,22.9,11.8,76.4,55.2,9.0,21.9,48.2,2.8,38.6,23.2,6.1,3.5,4.1,8.1,-3.1,7.0,2.1,29.2,25.2,44.1,4.9,8.0,12.5,2.5,13.1,9.2,4.5
Serbia,SRB,2013,6.8,5.6,19.6,14.4,35.4,1.4,1.6,6.9,-1.2,92.7,6.9,1.7,46.1,58.2,201.0,65.6,32.9,47.4,53.8,20.1,19.1,31.6,6.3,45.8,14.6,34.9,11.0,47.0,17.3,1.1,4.4,6.6,0.8,17.0,10.0,5.6,13.2,9.2,1.0,2.6,5.9,1.9,22.2,15.4,55.2,1.8,26.0,31.4,10.6,8.0,10.4,6.0
Serbia,SRB,2019,4.0,1.2,14.6,13.6,50.5,1.0,1.3,4.7,2.2,90.9,10.4,0.1,48.6,60.8,101.1,41.0,39.4,51.0,53.6,5.5,19.0,52.9,0.3,50.1,17.8,28.5,13.7,49.7,20.2,1.6,6.4,15.1,0.9,7.9,19.7,0.2,12.6,5.6,1.7,4.7,8.1,2.1,24.3,4.6,44.6,6.4,32.7,38.6,16.1,12.0,20.3,3.3
Sierra Leone,SLE,2017,31.4,29.6,45.5,25.4,37.5,11.2,11.7,20.6,18.1,91.7,9.1,0.4,46.6,91.0,355.8,87.3,7.0,8.6,9.0,65.1,1.3,26.8,18.4,22.0,2.8,18.8,16.9,62.5,42.4,45.9,28.4,32.6,15.8,39.7,3.2,2.1,9.3,10.5,11.8,1.3,20.4,3.2,37.8,26.4,87.2,19.1,2.2,5.8,0.5,27.6,14.1,28.5
Slovak Republic,SVK,2013,4.0,2.5,19.0,8.8,54.8,2.9,1.6,3.6,5.0,87.8,14.4,0.0,49.1,47.2,154.5,76.2,37.4,40.2,42.6,10.6,16.9,61.0,3.5,37.5,12.9,29.7,5.1,42.8,14.6,0.6,12.4,25.1,0.2,12.4,13.2,6.3,22.6,5.2,0.4,1.0,3.7,1.4,33.8,11.4,46.5,5.6,24.3,33.0,11.9,6.8,19.2,9.9
Slovak Republic,SVK,2019,1.6,0.9,13.9,5.2,57.6,2.2,1.9,4.1,5.0,90.1,11.0,0.1,36.9,73.7,167.1,68.9,26.0,24.2,34.4,2.5,13.0,67.6,4.0,16.3,7.9,28.9,11.8,39.5,9.6,8.7,5.6,16.2,0.6,3.1,9.3,2.7,17.7,5.3,8.3,-1.6,8.2,1.7,15.0,3.4,28.7,3.4,13.3,24.2,5.3,1.8,11.1,4.1
Slovenia,SVN,2013,0.1,0.2,11.2,16.1,54.2,0.4,0.7,8.3,-1.6,87.3,14.2,0.4,70.6,71.7,152.2,67.2,35.4,39.4,63.1,19.6,21.5,58.9,7.5,3.4,19.5,38.5,14.0,26.8,9.6,0.9,4.4,14.4,0.3,23.4,8.1,8.2,15.7,3.7,1.3,4.4,4.1,2.3,25.2,20.1,12.8,4.5,38.4,38.7,17.5,1.3,10.1,14.4
Slovenia,SVN,2019,0.6,0.0,11.1,9.7,62.4,0.4,2.1,2.3,5.9,89.0,12.6,0.7,77.3,66.2,154.9,68.0,32.5,41.6,64.7,4.0,19.1,62.2,4.4,49.9,9.6,34.1,11.1,18.2,13.0,1.9,9.3,31.0,0.4,6.5,10.0,7.9,14.7,2.0,2.1,1.3,8.6,1.7,29.5,18.3,23.9,7.3,42.8,48.3,20.2,4.4,19.4,18.3
Solomon Islands,SLB,2015,27.4,30.9,65.2,17.4,73.9,3.7,2.6,22.0,12.2,60.1,46.1,0.0,59.7,71.4,247.2,93.9,25.6,35.5,44.4,5.8,11.6,66.1,0.0,38.6,10.3,47.4,12.8,59.7,16.4,14.2,19.4,13.1,4.3,3.5,6.3,2.5,18.5,27.7,0.0,2.7,18.3,2.0,54.2,39.5,80.2,14.7,12.3,16.9,8.8,29.2,30.5,17.1
South Sudan,SSD,2014,33.8,30.6,40.1,10.1,47.9,4.2,10.8,23.6,11.6,66.6,42.7,0.3,38.0,86.2,183.8,80.4,8.0,6.0,6.9,50.0,2.4,35.9,7.6,12.1,2.2,21.9,7.1,69.8,38.1,94.2,46.2,58.6,13.6,15.3,4.8,1.6,7.5,6.8,9.9,-62.1,30.7,3.2,44.7,27.6,81.3,-56.1,2.6,5.0,0.8,39.6,19.5,10.9
Sri Lanka,LKA,2011,9.2,7.7,15.6,3.7,37.3,2.3,1.8,4.5,2.3,97.6,3.7,0.2,22.8,53.5,193.6,79.2,43.6,40.6,40.4,30.2,35.4,25.1,8.5,24.4,18.3,26.1,13.0,47.4,28.6,4.8,10.2,25.6,3.0,14.1,16.0,6.1,11.9,2.0,11.4,-2.4,19.7,2.4,26.9,19.1,54.3,-0.4,3.7,8.6,2.6,10.5,16.0,12.7
Sudan,SDN,2014,7.6,3.2,64.7,8.9,37.3,6.4,4.5,9.3,3.2,35.2,1.2,0.1,20.4,75.3,183.5,100.0,6.7,2.6,4.6,15.3,2.4,59.3,33.8,76.7,0.8,8.2,2.3,90.5,19.0,7.2,20.9,7.6,1.2,5.7,4.8,21.0,9.3,7.8,0.6,9.8,24.7,3.3,76.8,71.5,94.9,13.2,6.7,8.6,3.3,42.1,15.5,13.5
Suriname,SUR,2018,9.6,7.7,22.2,4.0,68.2,5.6,8.4,17.2,0.3,90.9,10.9,0.0,49.5,53.5,241.5,88.4,51.8,44.5,36.6,14.3,26.8,43.1,3.3,35.9,20.5,32.7,15.3,54.6,25.7,8.1,13.5,28.2,1.1,25.9,5.9,0.4,1.2,2.2,12.4,-14.1,2.8,3.1,10.8,3.1,24.3,-14.1,7.4,7.9,3.0,12.7,17.3,0.5
Sweden,SWE,2014,1.5,0.3,2.7,1.0,85.4,0.4,0.8,6.9,1.3,73.3,26.9,0.0,70.8,75.9,83.9,51.5,17.9,26.6,35.5,3.3,12.0,71.2,3.4,21.3,8.7,52.5,9.3,29.7,25.25,14.0,2.2,25.200000000000003,2.25,6.7,7.0,0.2,6.1,0.9,0.0,0.7,1.2,1.4,9.1,16.950000000000003,8.9,1.4,16.4,20.2,7.5,2.0,17.3,7.35
Tajikistan,TJK,2013,29.2,30.8,23.3,3.7,65.1,7.3,3.5,8.0,7.8,93.9,6.2,3.9,40.0,74.4,158.8,91.6,13.2,19.6,14.0,21.8,5.1,57.3,6.8,11.3,8.6,32.5,8.1,34.8,24.1,17.3,12.1,26.6,9.2,18.8,9.8,11.8,17.8,3.7,10.4,5.4,10.8,3.4,30.3,29.0,73.2,11.1,4.3,13.9,2.4,9.3,14.9,3.0
Tajikistan,TJK,2019,8.8,8.1,10.3,2.9,25.9,3.0,3.5,2.8,3.9,80.5,5.3,2.1,23.9,85.0,125.5,64.2,8.3,12.8,18.0,6.1,2.5,68.1,9.5,12.4,4.4,22.7,6.2,11.8,13.7,7.1,2.8,13.9,0.6,5.2,14.3,18.7,28.8,2.3,8.4,2.0,2.4,4.3,24.3,18.8,78.7,5.7,3.1,7.8,1.4,2.5,7.5,1.3
Tanzania,TZA,2013,15.7,14.6,47.2,34.0,80.4,4.2,6.8,21.1,10.4,95.3,4.6,0.4,40.0,79.6,240.2,96.2,18.5,14.7,16.6,43.9,8.8,25.8,2.8,12.6,5.9,24.7,9.9,72.6,45.0,24.5,36.7,45.8,15.1,37.9,6.1,1.3,8.3,2.5,24.9,-27.6,34.2,2.2,41.1,41.2,65.6,-22.1,6.0,11.9,2.3,38.8,40.8,31.7
Thailand,THA,2016,8.7,8.5,2.7,0.0,24.2,3.5,0.8,0.6,1.8,98.5,2.1,0.0,16.9,86.4,320.1,93.4,15.3,28.9,15.5,2.4,8.9,40.5,33.8,18.1,15.4,64.4,33.4,25.1,5.2,20.0,5.1,23.7,4.1,4.6,5.0,1.7,15.0,2.3,19.8,-3.0,0.9,1.2,15.0,9.2,41.9,-1.8,4.7,5.1,2.6,7.3,2.1,10.6
Timor-Leste,TLS,2015,27.5,17.1,8.4,4.9,48.8,12.3,15.2,5.7,6.8,88.8,2.1,2.4,41.7,68.0,235.1,74.8,12.5,19.1,14.9,18.4,2.8,49.2,0.0,27.9,8.1,64.4,61.8,56.8,6.7,31.8,22.8,22.6,9.4,14.1,0.0,0.9,3.9,21.0,2.6,-3.8,4.4,2.4,9.2,5.0,50.1,3.2,36.8,38.6,30.1,4.7,13.5,6.4
Togo,TGO,2016,5.4,4.7,44.7,30.7,62.2,2.5,7.3,32.0,8.0,75.9,27.8,0.5,46.9,64.8,226.1,90.9,25.7,40.3,42.3,51.2,17.6,31.4,9.7,20.2,18.9,25.3,10.7,68.7,50.6,11.8,35.5,50.1,3.7,24.2,7.2,8.0,25.5,6.8,6.9,4.2,15.2,2.8,55.8,41.5,76.7,12.0,26.4,32.5,16.0,35.8,21.1,7.9
Tunisia,TUN,2013,8.8,4.9,36.0,3.2,68.7,1.8,9.8,8.8,0.5,92.0,11.7,0.5,44.2,44.8,251.5,87.0,22.9,44.7,53.6,23.9,12.9,36.3,6.6,46.0,17.7,49.5,2.7,45.2,28.6,41.9,7.6,8.6,2.0,10.2,13.8,2.1,2.4,4.3,0.4,-4.5,2.8,1.5,15.9,13.6,23.8,-4.4,30.2,38.3,16.3,9.3,29.1,4.2
Tunisia,TUN,2020,10.4,4.8,56.1,12.6,34.2,0.8,3.5,19.8,4.2,89.9,10.2,0.1,30.5,46.6,319.0,96.0,35.9,41.7,42.0,47.4,19.9,30.5,6.8,44.9,13.9,40.1,7.7,60.9,58.8,53.4,44.8,32.0,0.6,39.4,8.3,1.0,3.2,15.0,0.6,-5.1,26.3,1.4,39.4,21.5,9.3,0.4,23.6,31.9,15.8,32.9,34.8,16.1
Turkey,TUR,2013,2.3,1.2,11.7,2.5,56.7,3.3,4.9,5.1,7.7,96.6,5.1,0.3,34.5,60.9,206.1,30.9,45.3,43.2,40.4,9.3,31.3,56.4,4.3,16.6,16.5,25.1,0.3,40.3,14.1,69.3,6.1,19.0,4.1,9.6,19.5,2.2,36.6,3.6,5.8,5.9,5.4,1.5,23.8,11.4,55.8,14.1,21.6,34.5,13.1,4.9,9.7,5.1
Turkey,TUR,2019,0.9,1.3,25.4,15.1,40.6,0.6,2.5,6.5,0.3,99.1,1.2,0.0,22.2,76.6,174.5,37.9,28.7,34.0,34.8,26.5,16.1,35.7,4.0,32.9,10.0,11.3,3.9,50.2,29.2,26.8,15.0,17.0,1.8,28.9,8.3,1.5,24.1,1.1,2.6,-0.7,20.4,1.5,66.6,32.0,36.5,-0.3,10.0,14.9,5.3,9.8,19.4,14.3
Uganda,UGA,2013,14.6,14.3,19.1,14.9,55.3,8.8,7.2,22.0,2.3,89.8,10.4,0.9,19.2,80.3,161.8,86.7,8.1,21.4,9.7,19.6,3.1,42.0,9.2,19.7,6.8,26.6,10.2,95.2,37.9,17.6,15.7,26.8,11.2,12.3,19.7,1.2,18.5,2.6,23.4,-32.5,15.2,3.9,21.6,18.0,75.5,-32.7,4.1,12.8,0.9,19.3,13.8,18.5
Ukraine,UKR,2013,43.3,47.9,34.4,4.0,78.5,4.5,3.6,6.6,-3.7,98.0,3.3,1.6,20.2,71.6,155.7,63.3,24.9,13.9,17.4,16.2,9.3,37.7,19.5,34.2,3.7,32.2,15.5,51.3,27.3,29.2,4.1,6.6,1.9,24.3,8.0,4.6,15.3,14.3,2.0,-8.8,7.3,2.4,43.6,13.9,59.4,-13.5,7.2,15.0,3.0,8.0,6.1,4.4
Ukraine,UKR,2019,33.5,36.3,56.0,32.3,78.2,2.3,3.5,30.9,0.2,95.9,4.8,0.0,37.0,79.9,173.6,68.7,16.3,21.5,22.1,46.3,7.5,32.2,11.9,13.2,5.7,38.6,15.0,50.3,50.1,5.2,25.8,31.5,0.8,13.9,9.2,3.1,12.5,17.0,1.7,-7.7,26.6,1.8,57.2,29.9,32.8,-7.7,10.5,15.0,4.2,27.3,37.9,19.9
Uruguay,URY,2017,2.0,0.0,17.5,7.8,77.3,1.3,2.1,27.4,-0.1,90.3,9.5,0.1,58.2,69.9,241.9,40.4,31.8,39.8,54.1,20.6,18.8,48.1,4.2,54.2,11.7,37.0,11.6,67.9,36.6,1.6,36.4,55.0,0.3,4.2,16.2,7.8,25.5,1.7,7.7,7.4,11.1,2.9,50.7,30.5,22.8,8.4,10.7,21.6,6.7,17.9,37.0,24.0
Uzbekistan,UZB,2013,3.9,3.2,6.6,1.2,23.0,2.0,3.5,2.4,7.4,91.8,6.3,8.1,31.3,89.6,154.5,96.9,9.4,13.4,23.8,5.8,6.3,73.7,4.9,2.3,6.1,29.0,10.8,21.1,14.1,13.8,2.3,16.8,6.7,7.5,28.1,1.7,10.3,2.1,35.4,-1.2,1.2,1.7,7.6,1.0,34.2,5.4,1.5,2.1,1.0,1.6,2.1,0.3
Uzbekistan,UZB,2019,4.8,6.7,7.4,3.3,30.3,3.1,6.8,8.0,4.0,95.0,4.6,1.1,37.8,73.1,166.1,96.4,26.2,23.7,22.2,5.8,17.6,58.5,15.1,2.9,8.3,25.9,11.9,21.5,11.5,14.4,7.1,19.0,3.0,10.2,15.2,3.3,23.0,4.9,11.7,-6.7,4.2,2.9,6.9,3.6,29.1,-2.5,5.0,6.4,2.5,3.6,6.0,2.3
Vietnam,VNM,2015,21.7,25.0,7.6,0.7,50.9,5.4,3.5,4.1,5.6,96.0,3.6,1.8,42.5,67.3,216.0,91.0,29.3,32.3,40.8,10.8,15.4,50.0,5.6,21.2,13.1,51.1,19.3,49.5,11.0,1.6,8.0,3.7,2.2,21.8,17.0,3.2,9.4,2.6,2.4,-5.8,2.4,1.9,4.3,5.8,42.7,-0.8,9.6,12.8,5.5,6.9,8.1,3.8
West Bank and Gaza,PSE,2013,4.7,3.7,50.0,16.1,35.4,4.7,15.3,29.8,7.2,97.5,1.9,0.0,30.8,72.0,149.0,63.6,7.5,11.1,9.3,52.6,4.3,71.9,13.8,30.3,3.3,10.7,2.3,49.6,29.5,34.2,33.8,53.7,11.2,11.0,9.4,3.8,10.7,2.8,11.2,-4.8,25.7,3.1,35.9,27.1,51.7,0.9,21.7,24.7,12.0,29.0,5.3,11.2
West Bank and Gaza,PSE,2019,5.0,5.4,20.4,3.9,36.4,1.4,7.5,13.3,-2.6,98.2,2.2,0.0,36.3,89.6,182.8,80.8,7.9,12.7,14.0,26.1,5.4,67.5,14.2,21.0,5.1,6.0,0.9,63.9,27.9,34.9,9.6,41.7,7.6,17.7,11.7,0.2,1.1,1.0,5.2,3.5,7.9,1.9,11.8,8.7,48.3,-0.1,16.2,22.3,10.8,16.2,4.7,2.6
